VIAL,SAMPLE,SITE,PLOT,TREAT,CORNER,ORG_MIN,COARSE_FINE,DEPTH,DIVID,BAG,NOTES,DRY_WEIGHT_BAG,DUPLICATES
NO_SAMPLE,64_1SW_MC,DALTON,11_0,0,SW,M,C,10_15,Y,121,NO COARSE,0,
NO_SAMPLE,12_1NW_MC,DALTON,12_1,1,NW,M,C,10_15,Y,83,NO COARSE,0,
NO_SAMPLE,11_0NE_MF,DALTON,11_0,,SE,M,C,5_0,,,NO COARSE,0,
NO_SAMPLE,12_1SW_MC,DALTON,12_1,1,SW,M,C,10_15,Y,144,NO COARSE,0,
NO_SAMPLE,32_2SW_O,DALTON,32_2,2,SW,O,,,,,No Sample,0,
NO_SAMPLE,37_3SE_MC,DALTON,37_3,3,SE,M,C,10_15,,82,not enough coarse,0,
NO_SAMPLE,37_3SW_MC,DALTON,37_3,3,SW,M,C,5_10,,,NO COARSE,0,
NO_SAMPLE,47_2NE_MC,DALTON,47_2,2,NE,M,C,5_10,Y,73,,0,
NO_SAMPLE,47_2NW_MC,DALTON,47_2,2,NW,M,C,5_10,Y,33,NO COARSE,0,
NO_SAMPLE,47_2SE_MC,DALTON,47_2,2,SE,M,C,0_5,Y,25,NO COARSE,0,
NO_SAMPLE,5_1C_MF,STEESE,5_1,1,C,M,F,,N,,NO SAMPLE,0,
NO_SAMPLE,50_1C_MC,DALTON,50_1,1,C,M,C,5_10,Y,,,0,
NO_SAMPLE,50_1NE_MC,DALTON,50_1,1,NE,M,C,5_10,Y,NO SAMPLE,NO COARSE,0,
NO_SAMPLE,50_1NW_MC,DALTON,50_1,1,NW,M,C,5_10,Y,,,0,
NO_SAMPLE,50_1SE_MC,DALTON,50_1,1,SE,M,C,10_15,Y,154,NO COARSE,0,
NO_SAMPLE,50_1SE_MC,DALTON,50_1,1,SE,M,C,5_10,Y,20,NO COARSE,0,
NO_SAMPLE,50_1SE_MC,DALTON,50_1,1,SE,M,C,0_5,Y,,NO COARSE,0,
NO_SAMPLE,56_2SW_MC,DALTON,56_2,2,SW,M,C,5_10,Y,,,0,
NO_SAMPLE,57_2NW_O,DALTON,57_2,2,NW,O,,,N,,NO SAMPLE,0,
NO_SAMPLE,65_1SE_MC,DALTON,65_1,1,SE,M,C,10_15,Y,126,NO COARSE,0,
TODO,5_1C_MC,STEESE,5_1,1,C,M,C,,N,96,,169.73,
TODO?,64_1C_MC,DALTON,64_1,1,C,M,C,10_15,,,can't find bag,,
TODO?,64_1C_MC,DALTON,64_1,1,C,M,F,10_15,,,can't find bag,,
,6_0NE_MC,STEESE,6_0,0,NE,M,C,,N,,,,
,6_0NE_MF,STEESE,6_0,0,NE,M,F,,N,,,,
,31_0NE_MC,STEESE,31_0,0,NE,M,C,,N,,,,
,31_0NE_MF,STEESE,31_0,0,NE,M,F,,N,,,,
,9_0C_MC,STEESE,9_0,0,C,M,C,,N,,,,
,9_0C_MF,STEESE,9_0,0,C,M,F,,N,,,,
NO_SAMPLE,9_0SW_MF,STEESE,9_0,0,SW,M,F,,N,,,,
,9_0NW_MF,STEESE,9_0,0,NW,M,F,,N,,,,
